	Athl_seq	Crub_seq	Agroup_monophyly	Crub_Cgrand_monophyly	Csat_monophyly	C_group_monophyly	Topology	Topology_loose	Bootstrap_Support
231	Athal__AT1G09890	Crub__Carubv10010965m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
232	Athal__AT1G09935	Crub__Carubv10011120m	FALSE	TRUE	TRUE	TRUE	Other_topology	Other_topology	BS_scoreNA
233	Athal__AT1G09950	Crub__Carubv10010176m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
234	Athal__AT1G10020	Crub__Carubv10009083m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	74
235	Athal__AT1G10030	Crub__Carubv10010632m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
236	Athal__AT1G10120	Crub__Carubv10009514m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	66
237	Athal__AT1G10150	Crub__Carubv10009272m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	47
238	Athal__AT1G10180	Crub__Carubv10011742m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
239	Athal__AT1G10200	Crub__Carubv10010373m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
240	Athal__AT1G10270	Crub__Carubv10012602m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
241	Athal__AT1G10280	Crub__Carubv10012092m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
242	Athal__AT1G10310	Crub__Carubv10011121m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
243	Athal__AT1G10330	Crub__Carubv10011208m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	45
244	Athal__AT1G10350	Crub__Carubv10009603m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	74
245	Athal__AT1G10360	Crub__Carubv10010208m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
246	Athal__AT1G10370	Crub__Carubv10010042m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
247	Athal__AT1G10385	Crub__Carubv10012362m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	44
248	Athal__AT1G10410	Crub__Carubv10011985m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
249	Athal__AT1G10480	Crub__Carubv10012103m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
250	Athal__AT1G10550	Crub__Carubv10009787m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	84
251	Athal__AT1G10580	Crub__Carubv10008709m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
252	Athal__AT1G10620	Crub__Carubv10012045m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
253	Athal__AT1G10690	Crub__Carubv10010693m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
254	Athal__AT1G10700	Crub__Carubv10009207m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
255	Athal__AT1G10720	Crub__Carubv10009128m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
256	Athal__AT1G10750	Crub__Carubv10009043m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
257	Athal__AT1G10780	Crub__Carubv10009265m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
258	Athal__AT1G10790	Crub__Carubv10011389m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	53
259	Athal__AT1G10800	Crub__Carubv10010900m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	62
260	Athal__AT1G10830	Crub__Carubv10009509m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
261	Athal__AT1G10840	Crub__Carubv10012627m	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	39
262	Athal__AT1G10880	Crub__Carubv10012419m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	100
263	Athal__AT1G11000	Crub__Carubv10008710m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
264	Athal__AT1G11020	Crub__Carubv10009723m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	52
265	Athal__AT1G11040	Crub__Carubv10011013m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
266	Athal__AT1G11050	Crub__Carubv10008580m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
267	Athal__AT1G11112	Crub__Carubv10011297m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	28
268	Athal__AT1G11125	Crub__Carubv10010002m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
269	Athal__AT1G11130	Crub__Carubv10008374m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
270	Athal__AT1G11160	Crub__Carubv10008176m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
271	Athal__AT1G11200	Crub__Carubv10009893m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
272	Athal__AT1G11240	Crub__Carubv10010339m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
273	Athal__AT1G11320	Crub__Carubv10009253m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	78
274	Athal__AT1G11430	Crub__Carubv10010192m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
275	Athal__AT1G11440	Crub__Carubv10009508m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
276	Athal__AT1G11500	Crub__Carubv10010526m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
277	Athal__AT1G11540	Crub__Carubv10011874m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
278	Athal__AT1G11545	Crub__Carubv10009849m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
279	Athal__AT1G11572	Crub__Carubv10012507m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
280	Athal__AT1G11580	Crub__Carubv10008769m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
281	Athal__AT1G11600	Crub__Carubv10008888m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
282	Athal__AT1G11630	Crub__Carubv10009327m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
283	Athal__AT1G11655	Crub__Carubv10011897m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	54
284	Athal__AT1G11680	Crub__Carubv10008973m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	64
285	Athal__AT1G11700	Crub__Carubv10010311m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
286	Athal__AT1G11710	Crub__Carubv10012420m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
287	Athal__AT1G11740	Crub__Carubv10011779m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	84
288	Athal__AT1G11780	Crub__Carubv10009622m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
289	Athal__AT1G11880	Crub__Carubv10008966m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
290	Athal__AT1G11890	Crub__Carubv10010262m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	77
291	Athal__AT1G11900	Crub__Carubv10012108m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
292	Athal__AT1G11940	Crub__Carubv10009428m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
293	Athal__AT1G12020	Crub__Carubv10010193m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	60
294	Athal__AT1G12030	Crub__Carubv10009904m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	36
295	Athal__AT1G12060	Crub__Carubv10012322m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
296	Athal__AT1G12070	Crub__Carubv10012423m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
297	Athal__AT1G12110	Crub__Carubv10008661m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
298	Athal__AT1G12150	Crub__Carubv10010971m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
299	Athal__AT1G12320	Crub__Carubv10010287m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	55
300	Athal__AT1G12330	Crub__Carubv10008918m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
301	Athal__AT1G12500	Crub__Carubv10009549m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
302	Athal__AT1G12520	Crub__Carubv10011816m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
303	Athal__AT1G12530	Crub__Carubv10012364m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
304	Athal__AT1G12550	Crub__Carubv10009669m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
305	Athal__AT1G12560	Crub__Carubv10011828m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
306	Athal__AT1G12570	Crub__Carubv10008714m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
307	Athal__AT1G12580	Crub__Carubv10008851m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
308	Athal__AT1G12600	Crub__Carubv10009601m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	23
309	Athal__AT1G12663	Crub__Carubv10011831m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
310	Athal__AT1G12790	Crub__Carubv10012622m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	60
311	Athal__AT1G12840	Crub__Carubv10009467m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
312	Athal__AT1G12890	Crub__Carubv10012659m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
313	Athal__AT1G12970	Crub__Carubv10009069m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
314	Athal__AT1G12980	Crub__Carubv10011023m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
315	Athal__AT1G13030	Crub__Carubv10008617m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
316	Athal__AT1G13050	Crub__Carubv10011087m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
317	Athal__AT1G13130	Crub__Carubv10008758m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
318	Athal__AT1G13230	Crub__Carubv10009239m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
319	Athal__AT1G13260	Crub__Carubv10009612m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	51
320	Athal__AT1G13270	Crub__Carubv10009496m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
321	Athal__AT1G13290	Crub__Carubv10012013m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
322	Athal__AT1G13330	Crub__Carubv10011847m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
323	Athal__AT1G13340	Crub__Carubv10009293m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
324	Athal__AT1G13400	Crub__Carubv10010898m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
325	Athal__AT1G13410	Crub__Carubv10008584m	TRUE	FALSE	TRUE	FALSE	Other_topology	AC_topology	100
326	Athal__AT1G13570	Crub__Carubv10009278m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
327	Athal__AT1G13590	Crub__Carubv10011693m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
328	Athal__AT1G13600	Crub__Carubv10011839m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
329	Athal__AT1G13605	Crub__Carubv10011982m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	88
330	Athal__AT1G13610	Crub__Carubv10011195m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	40
331	Athal__AT1G13680	Crub__Carubv10011738m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
332	Athal__AT1G13690	Crub__Carubv10010435m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	69
333	Athal__AT1G13710	Crub__Carubv10008872m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
334	Athal__AT1G13740	Crub__Carubv10009552m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
335	Athal__AT1G13810	Crub__Carubv10009613m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	33
336	Athal__AT1G13830	Crub__Carubv10012551m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	86
337	Athal__AT1G13910	Crub__Carubv10009699m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
338	Athal__AT1G13970	Crub__Carubv10008911m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
339	Athal__AT1G14000	Crub__Carubv10009171m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	72
340	Athal__AT1G14010	Crub__Carubv10010285m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
341	Athal__AT1G14030	Crub__Carubv10011125m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
342	Athal__AT1G14060	Crub__Carubv10011860m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	47
343	Athal__AT1G14140	Crub__Carubv10009878m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	93
344	Athal__AT1G14200	Crub__Carubv10012348m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
345	Athal__AT1G14280	Crub__Carubv10009104m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
346	Athal__AT1G14430	Crub__Carubv10011386m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
347	Athal__AT1G14470	Crub__Carubv10008784m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	47
348	Athal__AT1G14560	Crub__Carubv10009700m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
349	Athal__AT1G14680	Crub__Carubv10009927m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
350	Athal__AT1G14686	Crub__Carubv10011056m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
351	Athal__AT1G14687	Crub__Carubv10010471m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
352	Athal__AT1G14730	Crub__Carubv10010271m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
353	Athal__AT1G14750	Crub__Carubv10010916m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
354	Athal__AT1G14810	Crub__Carubv10009340m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
355	Athal__AT1G14860	Crub__Carubv10010439m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	56
356	Athal__AT1G14890	Crub__Carubv10010160m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
357	Athal__AT1G15000	Crub__Carubv10009146m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
358	Athal__AT1G15030	Crub__Carubv10009528m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	41
359	Athal__AT1G15080	Crub__Carubv10009800m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
360	Athal__AT1G15100	Crub__Carubv10010511m	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	88
361	Athal__AT1G15125	Crub__Carubv10009591m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
362	Athal__AT1G15130	Crub__Carubv10008299m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
363	Athal__AT1G15190	Crub__Carubv10010136m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	85
364	Athal__AT1G15230	Crub__Carubv10011666m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
365	Athal__AT1G15260	Crub__Carubv10011308m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	80
366	Athal__AT1G15330	Crub__Carubv10011907m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
367	Athal__AT1G15385	Crub__Carubv10012662m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
368	Athal__AT1G15390	Crub__Carubv10011124m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
369	Athal__AT1G15410	Crub__Carubv10009705m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
370	Athal__AT1G15415	Crub__Carubv10011465m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	81
371	Athal__AT1G15470	Crub__Carubv10009691m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
372	Athal__AT1G15510	Crub__Carubv10012185m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
373	Athal__AT1G15530	Crub__Carubv10012446m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
374	Athal__AT1G15570	Crub__Carubv10009125m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	93
375	Athal__AT1G15670	Crub__Carubv10009534m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
376	Athal__AT1G15720	Crub__Carubv10011791m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	75
377	Athal__AT1G15740	Crub__Carubv10010899m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
378	Athal__AT1G15780	Crub__Carubv10008096m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
379	Athal__AT1G15820	Crub__Carubv10010058m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	52
380	Athal__AT1G15870	Crub__Carubv10012435m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
381	Athal__AT1G15900	Crub__Carubv10011590m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
382	Athal__AT1G15970	Crub__Carubv10009599m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
383	Athal__AT1G16000	Crub__Carubv10010772m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	54
384	Athal__AT1G16060	Crub__Carubv10010918m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
385	Athal__AT1G16220	Crub__Carubv10011374m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
386	Athal__AT1G16250	Crub__Carubv10009433m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	81
387	Athal__AT1G16280	Crub__Carubv10012273m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
388	Athal__AT1G16320	Crub__Carubv10009990m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	75
389	Athal__AT1G16390	Crub__Carubv10011593m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
390	Athal__AT1G16420	Crub__Carubv10011040m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
391	Athal__AT1G16440	Crub__Carubv10011491m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
392	Athal__AT1G16490	Crub__Carubv10011190m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
393	Athal__AT1G16500	Crub__Carubv10010153m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
394	Athal__AT1G16510	Crub__Carubv10011035m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
395	Athal__AT1G16520	Crub__Carubv10009722m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
396	Athal__AT1G16630	Crub__Carubv10008298m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
397	Athal__AT1G16650	Crub__Carubv10009211m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
398	Athal__AT1G16670	Crub__Carubv10012041m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	36
399	Athal__AT1G16740	Crub__Carubv10010647m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
400	Athal__AT1G16830	Crub__Carubv10008619m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
401	Athal__AT1G16850	Crub__Carubv10010543m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
402	Athal__AT1G16870	Crub__Carubv10009019m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
403	Athal__AT1G16916	Crub__Carubv10010818m	FALSE	TRUE	FALSE	FALSE	Other_topology	Other_topology	BS_scoreNA
404	Athal__AT1G16920	Crub__Carubv10010133m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	70
405	Athal__AT1G16960	Crub__Carubv10010695m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	62
406	Athal__AT1G16970	Crub__Carubv10008595m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
407	Athal__AT1G17030	Crub__Carubv10008922m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
408	Athal__AT1G17070	Crub__Carubv10012542m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
409	Athal__AT1G17120	Crub__Carubv10008669m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
410	Athal__AT1G17147	Crub__Carubv10010726m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	45
411	Athal__AT1G17180	Crub__Carubv10010257m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	30
412	Athal__AT1G17200	Crub__Carubv10010315m	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	30
413	Athal__AT1G17310	Crub__Carubv10011075m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
414	Athal__AT1G17345	Crub__Carubv10010944m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
415	Athal__AT1G17430	Crub__Carubv10009687m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	46
416	Athal__AT1G17620	Crub__Carubv10010038m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	62
417	Athal__AT1G17630	Crub__Carubv10011006m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
418	Athal__AT1G17790	Crub__Carubv10009010m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
419	Athal__AT1G17800	Crub__Carubv10011266m	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	62
420	Athal__AT1G17810	Crub__Carubv10012552m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	59
421	Athal__AT1G17830	Crub__Carubv10009679m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
422	Athal__AT1G17870	Crub__Carubv10011415m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
423	Athal__AT1G17950	Crub__Carubv10012605m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	43
424	Athal__AT1G18060	Crub__Carubv10011009m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	25
425	Athal__AT1G18100	Crub__Carubv10011138m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
426	Athal__AT1G18140	Crub__Carubv10008683m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
427	Athal__AT1G18265	Crub__Carubv10011169m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	69
428	Athal__AT1G18290	Crub__Carubv10010107m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	57
429	Athal__AT1G18300	Crub__Carubv10010316m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	54
430	Athal__AT1G18370	Crub__Carubv10008207m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
431	Athal__AT1G18440	Crub__Carubv10009940m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	89
432	Athal__AT1G18480	Crub__Carubv10017403m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
433	Athal__AT1G18490	Crub__Carubv10009776m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	97
434	Athal__AT1G18520	Crub__Carubv10011030m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
435	Athal__AT1G18530	Crub__Carubv10011170m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	63
436	Athal__AT1G18550	Crub__Carubv10008434m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
437	Athal__AT1G18580	Crub__Carubv10008800m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
438	Athal__AT1G18590	Crub__Carubv10012097m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
439	Athal__AT1G18600	Crub__Carubv10009672m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	55
440	Athal__AT1G18680	Crub__Carubv10010393m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	38
441	Athal__AT1G18740	Crub__Carubv10009431m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
442	Athal__AT1G18810	Crub__Carubv10011880m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
443	Athal__AT1G18850	Crub__Carubv10009088m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
444	Athal__AT1G18860	Crub__Carubv10008977m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
445	Athal__AT1G18880	Crub__Carubv10012216m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
446	Athal__AT1G19050	Crub__Carubv10010295m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
447	Athal__AT1G19090	Crub__Carubv10008603m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
448	Athal__AT1G19100	Crub__Carubv10008534m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
449	Athal__AT1G19110	Crub__Carubv10008355m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
450	Athal__AT1G19120	Crub__Carubv10010639m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
451	Athal__AT1G19130	Crub__Carubv10010381m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
452	Athal__AT1G19150	Crub__Carubv10012387m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	78
453	Athal__AT1G19170	Crub__Carubv10011469m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
454	Athal__AT1G19290	Crub__Carubv10008259m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
455	Athal__AT1G19300	Crub__Carubv10012618m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
456	Athal__AT1G19490	Crub__Carubv10011417m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
457	Athal__AT1G19520	Crub__Carubv10008438m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
458	Athal__AT1G19610	Crub__Carubv10010796m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	41
459	Athal__AT1G19630	Crub__Carubv10009004m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
460	Athal__AT1G19670	Crub__Carubv10009755m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	87
461	Athal__AT1G19690	Crub__Carubv10012174m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
